1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.778057306110992108e-01
9.899999999999999911e-01,1.000000000000000021e-02,8.673617379884035472e-18,9.473954015193893907e-01
9.799999999999999822e-01,2.000000000000000042e-02,1.734723475976806786e-17,9.168677046074952264e-01
9.699999999999999734e-01,2.999999999999999889e-02,2.775557561562891967e-17,8.642904524527950105e-01
9.599999999999999645e-01,4.000000000000000083e-02,3.469446951953613573e-17,8.102750012546995340e-01
9.499999999999999556e-01,5.000000000000000278e-02,-6.938893903907227145e-17,7.562595500566254847e-01
9.399999999999999467e-01,5.999999999999999778e-02,-5.551115123125782702e-17,7.022440988585679778e-01
9.300000000000000488e-01,7.000000000000000666e-02,-5.551115123125782702e-17,6.482286476605296777e-01
9.200000000000000400e-01,8.000000000000000167e-02,-4.163336342344337027e-17,5.942131964625078089e-01
9.100000000000000311e-01,8.999999999999999667e-02,-2.775557561562891967e-17,5.401977452645062572e-01
9.000000000000000222e-01,1.000000000000000056e-01,-2.775557561562891967e-17,4.861822940665214698e-01
8.900000000000000133e-01,1.100000000000000006e-01,-1.387778780781445676e-17,4.321668428685545571e-01
8.800000000000000044e-01,1.199999999999999956e-01,0.000000000000000000e+00,3.781513916706057965e-01
8.699999999999999956e-01,1.300000000000000044e-01,0.000000000000000000e+00,3.241359404726761873e-01
8.599999999999999867e-01,1.400000000000000133e-01,0.000000000000000000e+00,2.701204892747643971e-01
8.499999999999999778e-01,1.499999999999999944e-01,2.775557561562891967e-17,2.161050380768710921e-01
8.399999999999999689e-01,1.600000000000000033e-01,2.775557561562891967e-17,1.620895868789952732e-01
8.299999999999999600e-01,1.700000000000000122e-01,-8.326672684688674053e-17,1.080741356811386195e-01
8.199999999999999512e-01,1.799999999999999933e-01,-5.551115123125782702e-17,5.405868448330029830e-02
8.100000000000000533e-01,1.900000000000000022e-01,-5.551115123125782702e-17,4.323328547835914362e-05
8.000000000000000444e-01,2.000000000000000111e-01,-5.551115123125782702e-17,0.000000000000000000e+00
7.900000000000000355e-01,2.099999999999999922e-01,-2.775557561562891967e-17,0.000000000000000000e+00
7.800000000000000266e-01,2.200000000000000011e-01,-2.775557561562891967e-17,0.000000000000000000e+00
7.700000000000000178e-01,2.300000000000000100e-01,-2.775557561562891967e-17,0.000000000000000000e+00
7.600000000000000089e-01,2.399999999999999911e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.399999999999999911e-01,2.600000000000000089e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.299999999999999822e-01,2.700000000000000178e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.199999999999999734e-01,2.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.099999999999999645e-01,2.899999999999999800e-01,5.551115123125782702e-17,0.000000000000000000e+00
6.999999999999999556e-01,2.999999999999999889e-01,-5.551115123125782702e-17,0.000000000000000000e+00
6.899999999999999467e-01,3.099999999999999978e-01,-5.551115123125782702e-17,0.000000000000000000e+00
6.800000000000000488e-01,3.200000000000000067e-01,-5.551115123125782702e-17,0.000000000000000000e+00
6.700000000000000400e-01,3.300000000000000155e-01,-5.551115123125782702e-17,1.109975856886324594e-02
6.600000000000000311e-01,3.400000000000000244e-01,-5.551115123125782702e-17,2.743248063999353947e-02
6.500000000000000222e-01,3.499999999999999778e-01,-5.551115123125782702e-17,4.342790935769099553e-02
6.400000000000000133e-01,3.599999999999999867e-01,0.000000000000000000e+00,5.913131858643013578e-02
6.300000000000000044e-01,3.699999999999999956e-01,0.000000000000000000e+00,7.458472402682952973e-02
6.199999999999999956e-01,3.800000000000000044e-01,0.000000000000000000e+00,8.982708858213228620e-02
6.099999999999999867e-01,3.900000000000000133e-01,0.000000000000000000e+00,1.048945626252641428e-01
5.999999999999999778e-01,4.000000000000000222e-01,0.000000000000000000e+00,1.198207260299032628e-01
5.899999999999999689e-01,4.099999999999999756e-01,0.000000000000000000e+00,1.346368000122189490e-01
